Ticker,Name,Asset Class,Weight (%),Sector,Exchange
GWW,WW GRAINGER INC,Equity,0.05,Industrials,New York Stock Exchange Inc.
ESS,ESSEX PROPERTY TRUST REIT INC TRUS,Equity,0.05,Real Estate,New York Stock Exchange Inc.
LNG,CHENIERE ENERGY INC,Equity,0.05,Energy,Nyse Mkt Llc
ULTA,ULTA BEAUTY INC,Equity,0.05,Consumer Discretionary,NASDAQ
MXIM,MAXIM INTEGRATED PRODUCTS INC,Equity,0.05,Information Technology,NASDAQ
AWK,AMERICAN WATER WORKS INC,Equity,0.05,Utilities,New York Stock Exchange Inc.
AAL,AMERICAN AIRLINES GROUP INC,Equity,0.05,Industrials,NASDAQ
RSG,REPUBLIC SERVICES INC,Equity,0.05,Industrials,New York Stock Exchange Inc.
KLAC,KLA TENCOR CORP,Equity,0.05,Information Technology,NASDAQ
EFX,EQUIFAX INC,Equity,0.05,Industrials,New York Stock Exchange Inc.
LULU,LULULEMON ATHLETICA INC,Equity,0.05,Consumer Discretionary,NASDAQ
WCG,WELLCARE HEALTHCARE PLANS INC,Equity,0.05,Health Care,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,0.05,Utilities,New York Stock Exchange Inc.
IAC,IAC INTERACTIVE,Equity,0.05,Communication,NASDAQ
MSCI,MSCI INC,Equity,0.05,Financials,New York Stock Exchange Inc.
CMA,COMERICA INC,Equity,0.05,Financials,New York Stock Exchange Inc.
TIF,TIFFANY,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
EXPE,EXPEDIA GROUP INC,Equity,0.05,Consumer Discretionary,NASDAQ
MTD,METTLER TOLEDO INC,Equity,0.05,Health Care,New York Stock Exchange Inc.
CE,CELANESE CORP,Equity,0.05,Materials,New York Stock Exchange Inc.
OMC,OMNICOM GROUP INC,Equity,0.05,Communication,New York Stock Exchange Inc.
HST,HOST HOTELS & RESORTS REIT INC,Equity,0.05,Real Estate,New York Stock Exchange Inc.
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Equity,0.05,Communication,NASDAQ
ANSS,ANSYS INC,Equity,0.05,Information Technology,NASDAQ
NBL,NOBLE ENERGY INC,Equity,0.05,Energy,New York Stock Exchange Inc.
EVRG,EVERGY INC,Equity,0.05,Utilities,New York Stock Exchange Inc.
BLL,BALL CORP,Equity,0.05,Materials,New York Stock Exchange Inc.
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Equity,0.05,Information Technology,New York Stock Exchange Inc.
CTXS,CITRIX SYSTEMS INC,Equity,0.05,Information Technology,NASDAQ
FRC,FIRST REPUBLIC BANK,Equity,0.05,Financials,New York Stock Exchange Inc.
ETR,ENTERGY CORP,Equity,0.05,Utilities,New York Stock Exchange Inc.
VMC,VULCAN MATERIALS,Equity,0.05,Materials,New York Stock Exchange Inc.
WAT,WATER CORP CORP,Equity,0.05,Health Care,New York Stock Exchange Inc.
LNC,LINCOLN NATIONAL CORP,Equity,0.05,Financials,New York Stock Exchange Inc.
DHI,D R HORTON INC,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
CHD,CHURCH AND DWIGHT INC,Equity,0.05,Consumer Staples,New York Stock Exchange Inc.
AMTD,TD AMERITRADE HOLDING CORP,Equity,0.05,Financials,NASDAQ
ANET,ARISTA NETWORKS INC,Equity,0.05,Information Technology,New York Stock Exchange Inc.
HSY,HERSHEY FOODS,Equity,0.05,Consumer Staples,New York Stock Exchange Inc.
XYL,XYLEM INC,Equity,0.05,Industrials,New York Stock Exchange Inc.
DGX,QUEST DIAGNOSTICS INC,Equity,0.05,Health Care,New York Stock Exchange Inc.
GPC,GENUINE PARTS,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
TPR,TAPESTRY INC,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
BF-B,BROWN FORMAN CORP CLASS B,Equity,0.05,Consumer Staples,New York Stock Exchange Inc.
CSGP,COSTAR GROUP INC,Equity,0.05,Industrials,NASDAQ
ABC,AMERISOURCEBERGEN CORP,Equity,0.05,Health Care,New York Stock Exchange Inc.
SNPS,SYNOPSYS INC,Equity,0.05,Information Technology,NASDAQ
L,LOEWS CORP,Equity,0.05,Financials,New York Stock Exchange Inc.
IT,GARTNER INC,Equity,0.05,Information Technology,New York Stock Exchange Inc.
CMS,CMS ENERGY CORP,Equity,0.05,Utilities,New York Stock Exchange Inc.
CBRE,CBRE GROUP INC CLASS A,Equity,0.05,Real Estate,New York Stock Exchange Inc.
EMN,EASTMAN CHEMICAL,Equity,0.05,Materials,New York Stock Exchange Inc.
XPO,XPO LOGISTICS INC,Equity,0.05,Industrials,New York Stock Exchange Inc.
TRU,TRANSUNION,Equity,0.05,Industrials,New York Stock Exchange Inc.
CA,CA INC,Equity,0.05,Information Technology,NASDAQ
AJG,ARTHUR J GALLAGHER,Equity,0.05,Financials,New York Stock Exchange Inc.
COO,COOPER INC,Equity,0.05,Health Care,New York Stock Exchange Inc.
WRK,WESTROCK,Equity,0.05,Materials,New York Stock Exchange Inc.
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.05,Industrials,NASDAQ
FANG,DIAMONDBACK ENERGY INC,Equity,0.05,Energy,NASDAQ
MGM,MGM RESORTS INTERNATIONAL,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
LEN,LENNAR A CORP,Equity,0.05,Consumer Discretionary,New York Stock Exchange Inc.
BHGE,BAKER HUGHES CLASS A,Equity,0.05,Energy,New York Stock Exchange Inc.
DRI,DARDEN RESTAURANTS INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
URI,UNITED RENTALS INC,Equity,0.04,Industrials,New York Stock Exchange Inc.
ETFC,E TRADE FINANCIAL CORP,Equity,0.04,Financials,NASDAQ
HSIC,HENRY SCHEIN INC,Equity,0.04,Health Care,NASDAQ
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Equity,0.04,Financials,New York Stock Exchange Inc.
CAG,CONAGRA BRANDS INC,Equity,0.04,Consumer Staples,New York Stock Exchange Inc.
GDDY,GODADDY INC CLASS A,Equity,0.04,Information Technology,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.04,Materials,New York Stock Exchange Inc.
FDC,FIRST DATA CORP CLASS A,Equity,0.04,Information Technology,New York Stock Exchange Inc.
KMX,CARMAX INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Equity,0.04,Real Estate,New York Stock Exchange Inc.
CDW,CDW CORP,Equity,0.04,Information Technology,NASDAQ
DOV,DOVER CORP,Equity,0.04,Industrials,New York Stock Exchange Inc.
SYMC,SYMANTEC CORP,Equity,0.04,Information Technology,NASDAQ
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Equity,0.04,Industrials,NASDAQ
TRGP,TARGA RESOURCES CORP,Equity,0.04,Energy,New York Stock Exchange Inc.
WYNN,WYNN RESORTS LTD,Equity,0.04,Consumer Discretionary,NASDAQ
FTNT,FORTINET INC,Equity,0.04,Information Technology,NASDAQ
YUMC,YUM CHINA HOLDINGS INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
VNO,VORNADO REALTY TRUST REIT TRUST,Equity,0.04,Real Estate,New York Stock Exchange Inc.
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.04,Information Technology,NASDAQ
GRUB,GRUBHUB INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
INCY,INCYTE CORP,Equity,0.04,Health Care,NASDAQ
VEEV,VEEVA SYSTEMS INC CLASS A,Equity,0.04,Health Care,New York Stock Exchange Inc.
KSS,KOHLS CORP,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
KEYS,KEYSIGHT TECHNOLOGIES INC,Equity,0.04,Information Technology,New York Stock Exchange Inc.
HAS,HASBRO INC,Equity,0.04,Consumer Discretionary,NASDAQ
JKHY,JACK HENRY ANS ASSOCIATES INC,Equity,0.04,Information Technology,NASDAQ
CNP,CENTERPOINT ENERGY INC,Equity,0.04,Utilities,New York Stock Exchange Inc.
TFX,TELEFLEX INC,Equity,0.04,Health Care,New York Stock Exchange Inc.
HCP,HCP REIT INC,Equity,0.04,Real Estate,New York Stock Exchange Inc.
RJF,RAYMOND JAMES INC,Equity,0.04,Financials,New York Stock Exchange Inc.
PTC,PTC INC,Equity,0.04,Information Technology,NASDAQ
AAP,ADVANCE AUTO PARTS INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
FMC,FMC CORP,Equity,0.04,Materials,New York Stock Exchange Inc.
DPZ,DOMINOS PIZZA INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
KSU,KANSAS CITY SOUTHERN,Equity,0.04,Industrials,New York Stock Exchange Inc.
MOS,MOSAIC,Equity,0.04,Materials,New York Stock Exchange Inc.
VIAB,VIACOM INC CLASS B,Equity,0.04,Communication,NASDAQ
EQT,EQT CORP,Equity,0.04,Energy,New York Stock Exchange Inc.
MLM,MARTIN MARIETTA MATERIALS INC,Equity,0.04,Materials,New York Stock Exchange Inc.
IEX,IDEX CORP,Equity,0.04,Industrials,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Equity,0.04,Financials,NASDAQ
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
AKAM,AKAMAI TECHNOLOGIES INC,Equity,0.04,Information Technology,NASDAQ
FFIV,F5 NETWORKS INC,Equity,0.04,Information Technology,NASDAQ
SJM,JM SMUCKER,Equity,0.04,Consumer Staples,New York Stock Exchange Inc.
NRG,NRG ENERGY INC,Equity,0.04,Utilities,New York Stock Exchange Inc.
ACGL,ARCH CAPITAL GROUP LTD,Equity,0.04,Financials,NASDAQ
DXCM,DEXCOM INC,Equity,0.04,Health Care,NASDAQ
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Equity,0.04,Information Technology,NASDAQ
MAA,MID AMERICA APARTMENT COMMUNITIES,Equity,0.04,Real Estate,New York Stock Exchange Inc.
MAS,MASCO CORP,Equity,0.04,Industrials,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.04,Information Technology,New York Stock Exchange Inc.
HFC,HOLLYFRONTIER CORP,Equity,0.04,Energy,New York Stock Exchange Inc.
ALLY,ALLY FINANCIAL INC,Equity,0.04,Financials,New York Stock Exchange Inc.
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Equity,0.04,Materials,New York Stock Exchange Inc.
ALB,ALBEMARLE CORP,Equity,0.04,Materials,New York Stock Exchange Inc.
HOLX,HOLOGIC INC,Equity,0.04,Health Care,NASDAQ
TSCO,TRACTOR SUPPLY,Equity,0.04,Consumer Discretionary,NASDAQ
TRMB,TRIMBLE INC,Equity,0.04,Information Technology,NASDAQ
PKI,PERKINELMER INC,Equity,0.04,Health Care,New York Stock Exchange Inc.
CBOE,CBOE GLOBAL MARKETS INC,Equity,0.04,Financials,Cboe BZX formerly known as BATS
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
HII,HUNTINGTON INGALLS INDUSTRIES INC,Equity,0.04,Industrials,New York Stock Exchange Inc.
MRVL,MARVELL TECHNOLOGY GROUP LTD,Equity,0.04,Information Technology,NASDAQ
VMW,VMWARE INC CLASS A,Equity,0.04,Information Technology,New York Stock Exchange Inc.
TAP,MOLSON COORS BREWING CLASS B,Equity,0.04,Consumer Staples,New York Stock Exchange Inc.
HRL,HORMEL FOODS CORP,Equity,0.04,Consumer Staples,New York Stock Exchange Inc.
LW,LAMB WESTON HOLDINGS INC,Equity,0.04,Consumer Staples,New York Stock Exchange Inc.
MHK,MOHAWK INDUSTRIES INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
UDR,UDR REIT INC,Equity,0.04,Real Estate,New York Stock Exchange Inc.
STLD,STEEL DYNAMICS INC,Equity,0.04,Materials,NASDAQ
EXR,EXTRA SPACE STORAGE REIT INC,Equity,0.04,Real Estate,New York Stock Exchange Inc.
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.04,Industrials,NASDAQ
SNA,SNAP ON INC,Equity,0.04,Industrials,New York Stock Exchange Inc.
NBIX,NEUROCRINE BIOSCIENCES INC,Equity,0.04,Health Care,NASDAQ
PVH,PVH CORP,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
VAR,VARIAN MEDICAL SYSTEMS INC,Equity,0.04,Health Care,New York Stock Exchange Inc.
MTN,VAIL RESORTS INC,Equity,0.04,Consumer Discretionary,New York Stock Exchange Inc.
FNF,FIDELITY NATIONAL FINANCIAL INC,Equity,0.04,Financials,New York Stock Exchange Inc.
DISCK,DISCOVERY INC SERIES C,Equity,0.04,Communication,NASDAQ
VST,VISTRA ENERGY CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
ARMK,ARAMARK,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Equity,0.03,Health Care,New York Stock Exchange Inc.
CPRT,COPART INC,Equity,0.03,Industrials,NASDAQ
JNPR,JUNIPER NETWORKS INC,Equity,0.03,Information Technology,New York Stock Exchange Inc.
BURL,BURLINGTON STORES INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
ODFL,OLD DOMINION FREIGHT LINE INC,Equity,0.03,Industrials,NASDAQ
PKG,PACKAGING CORP OF AMERICA CORP,Equity,0.03,Materials,New York Stock Exchange Inc.
M,MACYS INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
ATO,ATMOS ENERGY CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
DRE,DUKE REALTY REIT CORP,Equity,0.03,Real Estate,New York Stock Exchange Inc.
JEC,JACOBS ENGINEERING GROUP INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
LNT,ALLIANT ENERGY CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
NLSN,NIELSEN HOLDINGS PLC,Equity,0.03,Industrials,New York Stock Exchange Inc.
LKQ,LKQ CORP,Equity,0.03,Consumer Discretionary,NASDAQ
LDOS,LEIDOS HOLDINGS INC,Equity,0.03,Information Technology,New York Stock Exchange Inc.
COG,CABOT OIL & GAS CORP,Equity,0.03,Energy,New York Stock Exchange Inc.
NDAQ,NASDAQ INC,Equity,0.03,Financials,NASDAQ
QRVO,QUORVO INC,Equity,0.03,Information Technology,NASDAQ
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Equity,0.03,Industrials,New York Stock Exchange Inc.
JAZZ,JAZZ PHARMACEUTICALS PLC,Equity,0.03,Health Care,NASDAQ
REG,REGENCY CENTERS REIT CORP,Equity,0.03,Real Estate,New York Stock Exchange Inc.
ULTI,ULTIMATE SOFTWARE GROUP INC,Equity,0.03,Information Technology,NASDAQ
LEA,LEAR CORP,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
ARNC,ARCONIC INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
IRM,IRON MOUNTAIN INC,Equity,0.03,Real Estate,New York Stock Exchange Inc.
BG,BUNGE LTD,Equity,0.03,Consumer Staples,New York Stock Exchange Inc.
AVY,AVERY DENNISON CORP,Equity,0.03,Materials,New York Stock Exchange Inc.
UGI,UGI CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
AES,AES CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
DVA,DAVITA INC,Equity,0.03,Health Care,New York Stock Exchange Inc.
STE,STERIS,Equity,0.03,Health Care,New York Stock Exchange Inc.
ZION,ZIONS BANCORPORATION,Equity,0.03,Financials,NASDAQ
KORS,MICHAEL KORS HOLDINGS LTD,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
BEN,FRANKLIN RESOURCES INC,Equity,0.03,Financials,New York Stock Exchange Inc.
IVZ,INVESCO LTD,Equity,0.03,Financials,New York Stock Exchange Inc.
RE,EVEREST RE GROUP LTD,Equity,0.03,Financials,New York Stock Exchange Inc.
DOX,AMDOCS LTD,Equity,0.03,Information Technology,NASDAQ
EXAS,EXACT SCIENCES CORP,Equity,0.03,Health Care,NASDAQ
Y,ALLEGHANY CORP,Equity,0.03,Financials,New York Stock Exchange Inc.
QRTEA,QURATE RETAIL INC SERIES A,Equity,0.03,Consumer Discretionary,NASDAQ
CGNX,COGNEX CORP,Equity,0.03,Information Technology,NASDAQ
PRGO,PERRIGO PLC,Equity,0.03,Health Care,New York Stock Exchange Inc.
TMK,TORCHMARK CORP,Equity,0.03,Financials,New York Stock Exchange Inc.
NI,NISOURCE INC,Equity,0.03,Utilities,New York Stock Exchange Inc.
XEC,CIMAREX ENERGY,Equity,0.03,Energy,New York Stock Exchange Inc.
MOH,MOLINA HEALTHCARE INC,Equity,0.03,Health Care,New York Stock Exchange Inc.
WST,WEST PHARMACEUTICAL SERVICES INC,Equity,0.03,Health Care,New York Stock Exchange Inc.
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Equity,0.03,Information Technology,NASDAQ
PNW,PINNACLE WEST CORP,Equity,0.03,Utilities,New York Stock Exchange Inc.
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Equity,0.03,Real Estate,New York Stock Exchange Inc.
RGA,REINSURANCE GROUP OF AMERICA INC,Equity,0.03,Financials,New York Stock Exchange Inc.
BWA,BORGWARNER INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
AGNC,AGNC INVESTMENT REIT CORP,Equity,0.03,Financials,NASDAQ
NWL,NEWELL BRANDS INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Equity,0.03,Industrials,New York Stock Exchange Inc.
TYL,TYLER TECHNOLOGIES INC,Equity,0.03,Information Technology,New York Stock Exchange Inc.
SRPT,SAREPTA THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.03,Communication,New York Stock Exchange Inc.
SGEN,SEATTLE GENETICS INC,Equity,0.03,Health Care,NASDAQ
NKTR,NEKTAR THERAPEUTICS,Equity,0.03,Health Care,NASDAQ
EWBC,EAST WEST BANCORP INC,Equity,0.03,Financials,NASDAQ
LBRDK,LIBERTY BROADBAND CORP SERIES C,Equity,0.03,Communication,NASDAQ
ALLE,ALLEGION PLC,Equity,0.03,Industrials,New York Stock Exchange Inc.
FDS,FACTSET RESEARCH SYSTEMS INC,Equity,0.03,Financials,New York Stock Exchange Inc.
TDY,TELEDYNE TECHNOLOGIES INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
TEAM,ATLASSIAN CORP PLC CLASS A,Equity,0.03,Information Technology,NASDAQ
FLR,FLUOR CORP,Equity,0.03,Industrials,New York Stock Exchange Inc.
WU,WESTERN UNION,Equity,0.03,Information Technology,New York Stock Exchange Inc.
RPM,RPM INTERNATIONAL INC,Equity,0.03,Materials,New York Stock Exchange Inc.
CPT,CAMDEN PROPERTY TRUST REIT TRUST,Equity,0.03,Real Estate,New York Stock Exchange Inc.
QGEN,QIAGEN NV,Equity,0.03,Health Care,New York Stock Exchange Inc.
SUI,SUN COMMUNITIES REIT INC,Equity,0.03,Real Estate,New York Stock Exchange Inc.
RHI,ROBERT HALF,Equity,0.03,Industrials,New York Stock Exchange Inc.
UNM,UNUM,Equity,0.03,Financials,New York Stock Exchange Inc.
SLG,SL GREEN REALTY REIT CORP,Equity,0.03,Real Estate,New York Stock Exchange Inc.
XRAY,DENTSPLY SIRONA INC,Equity,0.03,Health Care,NASDAQ
FLIR,FLIR SYSTEMS INC,Equity,0.03,Information Technology,NASDAQ
CDK,CDK GLOBAL INC,Equity,0.03,Information Technology,NASDAQ
ATH,ATHENE HOLDING LTD CLASS A,Equity,0.03,Financials,New York Stock Exchange Inc.
ST,SENSATA TECHNOLOGIES HOLDING PLC,Equity,0.03,Industrials,New York Stock Exchange Inc.
PE,PARSLEY ENERGY INC CLASS A,Equity,0.03,Energy,New York Stock Exchange Inc.
NDSN,NORDSON CORP,Equity,0.03,Industrials,NASDAQ
WPX,WPX ENERGY INC,Equity,0.03,Energy,New York Stock Exchange Inc.
WEX,WEX INC,Equity,0.03,Information Technology,New York Stock Exchange Inc.
VOYA,VOYA FINANCIAL INC,Equity,0.03,Financials,New York Stock Exchange Inc.
VICI,VICI PPTYS INC,Equity,0.03,Real Estate,New York Stock Exchange Inc.
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Equity,0.03,Real Estate,New York Stock Exchange Inc.
SIRI,SIRIUS XM HOLDINGS INC,Equity,0.03,Communication,NASDAQ
SEIC,SEI INVESTMENTS,Equity,0.03,Financials,NASDAQ
AFG,AMERICAN FINANCIAL GROUP INC,Equity,0.03,Financials,New York Stock Exchange Inc.
DISH,DISH NETWORK CORP CLASS A,Equity,0.03,Communication,NASDAQ
KAR,KAR AUCTION SERVICES INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
GRMN,GARMIN LTD,Equity,0.03,Consumer Discretionary,NASDAQ
ALK,ALASKA AIR GROUP INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
AZPN,ASPEN TECHNOLOGY INC,Equity,0.03,Information Technology,NASDAQ
ON,ON SEMICONDUCTOR CORP,Equity,0.03,Information Technology,NASDAQ
GWRE,GUIDEWIRE SOFTWARE INC,Equity,0.03,Information Technology,New York Stock Exchange Inc.
W,WAYFAIR INC CLASS A,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
LII,LENNOX INTERNATIONAL INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
NVR,NVR INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
AA,ALCOA CORP,Equity,0.03,Materials,New York Stock Exchange Inc.
HDS,HD SUPPLY HOLDINGS INC,Equity,0.03,Industrials,NASDAQ
PF,PINNACLE FOODS INC,Equity,0.03,Consumer Staples,New York Stock Exchange Inc.
ALNY,ALNYLAM PHARMACEUTICALS INC,Equity,0.03,Health Care,NASDAQ
SCI,SERVICE,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
BLUE,BLUEBIRD BIO INC,Equity,0.03,Health Care,NASDAQ
LYV,LIVE NATION ENTERTAINMENT INC,Equity,0.03,Communication,New York Stock Exchange Inc.
WRB,WR BERKLEY CORP,Equity,0.03,Financials,New York Stock Exchange Inc.
EGN,ENERGEN CORP,Equity,0.03,Energy,New York Stock Exchange Inc.
GGG,GRACO INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
HOG,HARLEY DAVIDSON INC,Equity,0.03,Consumer Discretionary,New York Stock Exchange Inc.
EHC,ENCOMPASS HEALTH CORP,Equity,0.03,Health Care,New York Stock Exchange Inc.
DCI,DONALDSON INC,Equity,0.03,Industrials,New York Stock Exchange Inc.
DATA,TABLEAU SOFTWARE INC CLASS A,Equity,0.03,Information Technology,New York Stock Exchange Inc.
TECH,BIO TECHNE CORP,Equity,0.02,Health Care,NASDAQ
PAYC,PAYCOM SOFTWARE INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,0.02,Industrials,New York Stock Exchange Inc.
OGE,OGE ENERGY CORP,Equity,0.02,Utilities,New York Stock Exchange Inc.
AOS,A O SMITH CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
INGR,INGREDION INC,Equity,0.02,Consumer Staples,New York Stock Exchange Inc.
HP,HELMERICH & PAYNE INC,Equity,0.02,Energy,New York Stock Exchange Inc.
MAC,MACERICH REIT,Equity,0.02,Real Estate,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
AMG,AFFILIATED MANAGERS GROUP INC,Equity,0.02,Financials,New York Stock Exchange Inc.
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.02,Communication,NASDAQ
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Equity,0.02,Communication,NASDAQ
FLS,FLOWSERVE CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
HUBB,HUBBELL INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
BKI,BLACK KNIGHT INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
CC,CHEMOURS,Equity,0.02,Materials,New York Stock Exchange Inc.
GLPI,GAMING AND LEISURE PROPERTIES REIT,Equity,0.02,Real Estate,NASDAQ
RL,RALPH LAUREN CORP CLASS A,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
JWN,NORDSTROM INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
VER,VEREIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
CSL,CARLISLE COMPANIES INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
EPAM,EPAM SYSTEMS INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
KRC,KILROY REALTY REIT CORP,Equity,0.02,Real Estate,New York Stock Exchange Inc.
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Equity,0.02,Real Estate,New York Stock Exchange Inc.
TER,TERADYNE INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
ZEN,ZENDESK INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
INVH,INVITATION HOMES INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
PNR,PENTAIR,Equity,0.02,Industrials,New York Stock Exchange Inc.
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Equity,0.02,Information Technology,New York Stock Exchange Inc.
MIDD,MIDDLEBY CORP,Equity,0.02,Industrials,NASDAQ
ZAYO,ZAYO GROUP HOLDINGS INC,Equity,0.02,Communication,New York Stock Exchange Inc.
LB,L BRANDS INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
BRO,BROWN & BROWN INC,Equity,0.02,Financials,New York Stock Exchange Inc.
